genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
Xie_et_al_GCA_017548905.1_ASM1754890v1.fna,1966_0,0.050000000000000044,average,fastANI,1966
Xie_et_al_GCA_017616675.1_ASM1761667v1.fna,1967_0,0.050000000000000044,average,fastANI,1967
Wilkinson_et_al_ERZ1462010_contig.fa,1968_1,0.050000000000000044,average,fastANI,1968
Xie_et_al_GCA_017413235.1_ASM1741323v1.fna,1968_1,0.050000000000000044,average,fastANI,1968
Xie_et_al_GCA_017649945.1_ASM1764994v1.fna,1968_1,0.050000000000000044,average,fastANI,1968
Xie_et_al_GCA_017650745.1_ASM1765074v1.fna,1968_1,0.050000000000000044,average,fastANI,1968
Stewart_et_al_GCA_902756095.1_RUG10125.fna,1969_1,0.050000000000000044,average,fastANI,1969
Stewart_et_al_GCA_902788425.1_RUG13364.fna,1969_1,0.050000000000000044,average,fastANI,1969
Stewart_et_al_GCA_902774295.1_RUG11952.fna,1969_2,0.050000000000000044,average,fastANI,1969
Xie_et_al_GCA_017633315.1_ASM1763331v1.fna,1969_2,0.050000000000000044,average,fastANI,1969
ruminal_MAG_285.fa,1969_2,0.050000000000000044,average,fastANI,1969
ruminal_MAG_356.fa,1969_2,0.050000000000000044,average,fastANI,1969
ruminal_MAG_364.fa,1969_2,0.050000000000000044,average,fastANI,1969
Xie_et_al_GCA_017650135.1_ASM1765013v1.fna,1969_3,0.050000000000000044,average,fastANI,1969
Xie_et_al_GCA_017410885.1_ASM1741088v1.fna,1970_1,0.050000000000000044,average,fastANI,1970
Xie_et_al_GCA_017422505.1_ASM1742250v1.fna,1970_2,0.050000000000000044,average,fastANI,1970
Xie_et_al_GCA_017449905.1_ASM1744990v1.fna,1970_3,0.050000000000000044,average,fastANI,1970
Xie_et_al_GCA_017645275.1_ASM1764527v1.fna,1970_3,0.050000000000000044,average,fastANI,1970
Stewart_et_al_GCA_902787095.1_RUG13238.fna,1970_4,0.050000000000000044,average,fastANI,1970
Wilkinson_et_al_ERZ1461924_contig.fa,1970_4,0.050000000000000044,average,fastANI,1970
Xie_et_al_GCA_017425595.1_ASM1742559v1.fna,1970_4,0.050000000000000044,average,fastANI,1970
Xie_et_al_GCA_017541845.1_ASM1754184v1.fna,1970_4,0.050000000000000044,average,fastANI,1970
Wilkinson_et_al_ERZ1462414_contig.fa,1971_0,0.050000000000000044,average,fastANI,1971
Lin_et_al_HF_Abomasum-4.concoct.108.contigs.fa,1972_1,0.050000000000000044,average,fastANI,1972
Lin_et_al_HF_Reticulum-4.concoct.018.contigs.fa,1972_1,0.050000000000000044,average,fastANI,1972
Lin_et_al_HF_Rumen-4.metabat2.061_sub.contigs.fa,1972_1,0.050000000000000044,average,fastANI,1972
Xie_et_al_GCA_017963985.1_ASM1796398v1.fna,1973_0,0.050000000000000044,average,fastANI,1973
Xie_et_al_GCA_017427985.1_ASM1742798v1.fna,1974_1,0.050000000000000044,average,fastANI,1974
Xie_et_al_GCA_017553625.1_ASM1755362v1.fna,1974_2,0.050000000000000044,average,fastANI,1974
Xie_et_al_GCA_017538795.1_ASM1753879v1.fna,1975_0,0.050000000000000044,average,fastANI,1975
Xie_et_al_GCA_017549705.1_ASM1754970v1.fna,1976_0,0.050000000000000044,average,fastANI,1976
Xie_et_al_GCA_017616735.1_ASM1761673v1.fna,1977_0,0.050000000000000044,average,fastANI,1977
Xie_et_al_GCA_017409275.1_ASM1740927v1.fna,1978_1,0.050000000000000044,average,fastANI,1978
Xie_et_al_GCA_017507245.1_ASM1750724v1.fna,1978_1,0.050000000000000044,average,fastANI,1978
Xie_et_al_GCA_017399385.1_ASM1739938v1.fna,1979_1,0.050000000000000044,average,fastANI,1979
Xie_et_al_GCA_017506685.1_ASM1750668v1.fna,1979_1,0.050000000000000044,average,fastANI,1979
Xie_et_al_GCA_017400035.1_ASM1740003v1.fna,1980_1,0.050000000000000044,average,fastANI,1980
Xie_et_al_GCA_017409865.1_ASM1740986v1.fna,1980_1,0.050000000000000044,average,fastANI,1980
Xie_et_al_GCA_017522355.1_ASM1752235v1.fna,1980_1,0.050000000000000044,average,fastANI,1980
Xie_et_al_GCA_017532305.1_ASM1753230v1.fna,1980_2,0.050000000000000044,average,fastANI,1980
Xie_et_al_GCA_017461665.1_ASM1746166v1.fna,1981_0,0.050000000000000044,average,fastANI,1981
Xie_et_al_GCA_017466405.1_ASM1746640v1.fna,1982_0,0.050000000000000044,average,fastANI,1982
Xie_et_al_GCA_017546385.1_ASM1754638v1.fna,1983_1,0.050000000000000044,average,fastANI,1983
Xie_et_al_GCA_017561025.1_ASM1756102v1.fna,1983_1,0.050000000000000044,average,fastANI,1983
Xie_et_al_GCA_017548125.1_ASM1754812v1.fna,1983_2,0.050000000000000044,average,fastANI,1983
Xie_et_al_GCA_017630195.1_ASM1763019v1.fna,1984_1,0.050000000000000044,average,fastANI,1984
Xie_et_al_GCA_017630555.1_ASM1763055v1.fna,1984_1,0.050000000000000044,average,fastANI,1984
Xie_et_al_GCA_017630775.1_ASM1763077v1.fna,1984_2,0.050000000000000044,average,fastANI,1984
Xie_et_al_GCA_017631995.1_ASM1763199v1.fna,1985_1,0.050000000000000044,average,fastANI,1985
fecal_MAG_407.fa,1985_2,0.050000000000000044,average,fastANI,1985
Lin_et_al_HG_Cecum-7.maxbin.061_sub.contigs.fa,1985_3,0.050000000000000044,average,fastANI,1985
Lin_et_al_HG_Cecum-9.concoct.086_sub.contigs.fa,1985_3,0.050000000000000044,average,fastANI,1985
Lin_et_al_HG_Rectum-7.metabat2.060.contigs.fa,1985_3,0.050000000000000044,average,fastANI,1985
fecal_MAG_16.fa,1985_3,0.050000000000000044,average,fastANI,1985
Xie_et_al_GCA_017379315.1_ASM1737931v1.fna,1985_4,0.050000000000000044,average,fastANI,1985
Xie_et_al_GCA_017380775.1_ASM1738077v1.fna,1985_5,0.050000000000000044,average,fastANI,1985
Lin_et_al_HG_Colon-10.concoct.200.contigs.fa,1985_6,0.050000000000000044,average,fastANI,1985
Lin_et_al_HG_Rectum-12.concoct.165.contigs.fa,1985_7,0.050000000000000044,average,fastANI,1985
Xie_et_al_GCA_017381865.1_ASM1738186v1.fna,1986_1,0.050000000000000044,average,fastANI,1986
Xie_et_al_GCA_017647825.1_ASM1764782v1.fna,1986_1,0.050000000000000044,average,fastANI,1986
Lin_et_al_HF_Cecum-4.metabat2.018.contigs.fa,1987_0,0.050000000000000044,average,fastANI,1987
Xie_et_al_GCA_017546365.1_ASM1754636v1.fna,1988_1,0.050000000000000044,average,fastANI,1988
Xie_et_al_GCA_017549605.1_ASM1754960v1.fna,1988_2,0.050000000000000044,average,fastANI,1988
Lin_et_al_HF_Cecum-3.concoct.111.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HF_Cecum-4.concoct.175.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HF_Cecum-6.concoct.109.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HF_Colon-1.metabat2.036.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HF_Colon-3.metabat2.057.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HF_Colon-4.metabat2.054.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HF_Colon-6.metabat2.088.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HF_Rectum-1.metabat2.089.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HF_Rectum-2.concoct.036.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HF_Rectum-4.metabat2.074.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HF_Rectum-6.maxbin.031.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HG_Cecum-10.concoct.241.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HG_Cecum-9.metabat2.035.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HG_Colon-10.concoct.065.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HG_Rectum-10.metabat2.013.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Lin_et_al_HG_Rectum-9.metabat2.007.contigs.fa,1989_1,0.050000000000000044,average,fastANI,1989
Xie_et_al_GCA_017387665.1_ASM1738766v1.fna,1989_1,0.050000000000000044,average,fastANI,1989
Xie_et_al_GCA_017424375.1_ASM1742437v1.fna,1989_1,0.050000000000000044,average,fastANI,1989
Xie_et_al_GCA_017425705.1_ASM1742570v1.fna,1989_1,0.050000000000000044,average,fastANI,1989
Xie_et_al_GCA_017630575.1_ASM1763057v1.fna,1989_1,0.050000000000000044,average,fastANI,1989
Xie_et_al_GCA_017646415.1_ASM1764641v1.fna,1989_1,0.050000000000000044,average,fastANI,1989
Xie_et_al_GCA_017647165.1_ASM1764716v1.fna,1989_1,0.050000000000000044,average,fastANI,1989
Xie_et_al_GCA_017632095.1_ASM1763209v1.fna,1989_2,0.050000000000000044,average,fastANI,1989
Lin_et_al_HG_Colon-9.concoct.101.contigs.fa,1989_3,0.050000000000000044,average,fastANI,1989
Lin_et_al_HF_Cecum-2.metabat2.015.contigs.fa,1990_1,0.050000000000000044,average,fastANI,1990
Lin_et_al_HF_Cecum-6.concoct.007_sub.contigs.fa,1990_1,0.050000000000000044,average,fastANI,1990
Lin_et_al_HF_Colon-2.concoct.015.contigs.fa,1990_1,0.050000000000000044,average,fastANI,1990
Lin_et_al_HF_Colon-5.maxbin.031_sub.contigs.fa,1990_1,0.050000000000000044,average,fastANI,1990
Lin_et_al_HF_Colon-6.concoct.092_sub.contigs.fa,1990_1,0.050000000000000044,average,fastANI,1990
Lin_et_al_HF_Rectum-2.metabat2.050.contigs.fa,1990_1,0.050000000000000044,average,fastANI,1990
Lin_et_al_HF_Rectum-6.concoct.030_sub.contigs.fa,1990_1,0.050000000000000044,average,fastANI,1990
Lin_et_al_HG_Cecum-10.metabat2.053_sub.contigs.fa,1990_1,0.050000000000000044,average,fastANI,1990
Lin_et_al_HG_Colon-10.metabat2.034_sub.contigs.fa,1990_1,0.050000000000000044,average,fastANI,1990
Lin_et_al_HG_Rectum-10.concoct.278_sub.contigs.fa,1990_1,0.050000000000000044,average,fastANI,1990
Lin_et_al_HG_Rectum-12.concoct.091.contigs.fa,1990_1,0.050000000000000044,average,fastANI,1990
Xie_et_al_GCA_017381455.1_ASM1738145v1.fna,1990_1,0.050000000000000044,average,fastANI,1990
Xie_et_al_GCA_017381815.1_ASM1738181v1.fna,1990_1,0.050000000000000044,average,fastANI,1990
Xie_et_al_GCA_017390835.1_ASM1739083v1.fna,1990_1,0.050000000000000044,average,fastANI,1990
Xie_et_al_GCA_017424325.1_ASM1742432v1.fna,1990_2,0.050000000000000044,average,fastANI,1990
Xie_et_al_GCA_017630535.1_ASM1763053v1.fna,1990_2,0.050000000000000044,average,fastANI,1990
Xie_et_al_GCA_017559135.1_ASM1755913v1.fna,1990_3,0.050000000000000044,average,fastANI,1990
Xie_et_al_GCA_017647065.1_ASM1764706v1.fna,1990_4,0.050000000000000044,average,fastANI,1990
Lin_et_al_HF_Rectum-5.concoct.027.contigs.fa,1990_5,0.050000000000000044,average,fastANI,1990
Xie_et_al_GCA_017647785.1_ASM1764778v1.fna,1991_0,0.050000000000000044,average,fastANI,1991
Xie_et_al_GCA_017650125.1_ASM1765012v1.fna,1992_1,0.050000000000000044,average,fastANI,1992
Xie_et_al_GCA_017961225.1_ASM1796122v1.fna,1992_1,0.050000000000000044,average,fastANI,1992
Xie_et_al_GCA_017963385.1_ASM1796338v1.fna,1992_1,0.050000000000000044,average,fastANI,1992
Stewart_et_al_GCA_902774175.1_RUG11939.fna,1992_2,0.050000000000000044,average,fastANI,1992
Wilkinson_et_al_ERZ1462692_contig.fa,1992_2,0.050000000000000044,average,fastANI,1992
Xie_et_al_GCA_017437625.1_ASM1743762v1.fna,1992_2,0.050000000000000044,average,fastANI,1992
Xie_et_al_GCA_017525565.1_ASM1752556v1.fna,1992_2,0.050000000000000044,average,fastANI,1992
Xie_et_al_GCA_017529245.1_ASM1752924v1.fna,1992_2,0.050000000000000044,average,fastANI,1992
Xie_et_al_GCA_017535365.1_ASM1753536v1.fna,1992_2,0.050000000000000044,average,fastANI,1992
Xie_et_al_GCA_017542265.1_ASM1754226v1.fna,1992_2,0.050000000000000044,average,fastANI,1992
Stewart_et_al_GCA_902773315.1_RUG11856.fna,1992_3,0.050000000000000044,average,fastANI,1992
Xie_et_al_GCA_017388425.1_ASM1738842v1.fna,1992_3,0.050000000000000044,average,fastANI,1992
Xie_et_al_GCA_017548665.1_ASM1754866v1.fna,1992_3,0.050000000000000044,average,fastANI,1992
Xie_et_al_GCA_017618975.1_ASM1761897v1.fna,1992_3,0.050000000000000044,average,fastANI,1992
Xie_et_al_GCA_017385205.1_ASM1738520v1.fna,1992_4,0.050000000000000044,average,fastANI,1992
Wilkinson_et_al_ERZ1461741_contig.fa,1993_1,0.050000000000000044,average,fastANI,1993
Wilkinson_et_al_ERZ1461756_contig.fa,1993_1,0.050000000000000044,average,fastANI,1993
Wilkinson_et_al_ERZ1461772_contig.fa,1993_1,0.050000000000000044,average,fastANI,1993
Wilkinson_et_al_ERZ1461930_contig.fa,1993_1,0.050000000000000044,average,fastANI,1993
Wilkinson_et_al_ERZ1462069_contig.fa,1993_1,0.050000000000000044,average,fastANI,1993
Wilkinson_et_al_ERZ1462221_contig.fa,1993_1,0.050000000000000044,average,fastANI,1993
Xie_et_al_GCA_017651695.1_ASM1765169v1.fna,1993_2,0.050000000000000044,average,fastANI,1993
Xie_et_al_GCA_017614575.1_ASM1761457v1.fna,1994_0,0.050000000000000044,average,fastANI,1994
Xie_et_al_GCA_017613015.1_ASM1761301v1.fna,1995_0,0.050000000000000044,average,fastANI,1995
Stewart_et_al_GCA_902778945.1_RUG12425.fna,1996_1,0.050000000000000044,average,fastANI,1996
Stewart_et_al_GCA_902779805.1_RUG12506.fna,1996_1,0.050000000000000044,average,fastANI,1996
Wilkinson_et_al_ERZ1462062_contig.fa,1996_1,0.050000000000000044,average,fastANI,1996
Xie_et_al_GCA_017417525.1_ASM1741752v1.fna,1996_1,0.050000000000000044,average,fastANI,1996
Xie_et_al_GCA_017539435.1_ASM1753943v1.fna,1996_1,0.050000000000000044,average,fastANI,1996
Xie_et_al_GCA_017616335.1_ASM1761633v1.fna,1996_1,0.050000000000000044,average,fastANI,1996
Xie_et_al_GCA_017648545.1_ASM1764854v1.fna,1996_1,0.050000000000000044,average,fastANI,1996
ruminal_MAG_138.fa,1996_1,0.050000000000000044,average,fastANI,1996
ruminal_MAG_162.fa,1996_1,0.050000000000000044,average,fastANI,1996
ruminal_MAG_248.fa,1996_1,0.050000000000000044,average,fastANI,1996
ruminal_MAG_314.fa,1996_1,0.050000000000000044,average,fastANI,1996
ruminal_MAG_34.fa,1996_1,0.050000000000000044,average,fastANI,1996
ruminal_MAG_343.fa,1996_1,0.050000000000000044,average,fastANI,1996
ruminal_MAG_442.fa,1996_1,0.050000000000000044,average,fastANI,1996
ruminal_MAG_492.fa,1996_1,0.050000000000000044,average,fastANI,1996
ruminal_MAG_83.fa,1996_1,0.050000000000000044,average,fastANI,1996
Wilkinson_et_al_ERZ1462140_contig.fa,1997_1,0.050000000000000044,average,fastANI,1997
Wilkinson_et_al_ERZ1462192_contig.fa,1997_1,0.050000000000000044,average,fastANI,1997
Wilkinson_et_al_ERZ1462403_contig.fa,1997_1,0.050000000000000044,average,fastANI,1997
Xie_et_al_GCA_017961495.1_ASM1796149v1.fna,1997_1,0.050000000000000044,average,fastANI,1997
Xie_et_al_GCA_017616775.1_ASM1761677v1.fna,1998_0,0.050000000000000044,average,fastANI,1998
Xie_et_al_GCA_017618435.1_ASM1761843v1.fna,1999_0,0.050000000000000044,average,fastANI,1999
Xie_et_al_GCA_017411535.1_ASM1741153v1.fna,2000_1,0.050000000000000044,average,fastANI,2000
Xie_et_al_GCA_017502625.1_ASM1750262v1.fna,2000_1,0.050000000000000044,average,fastANI,2000
Lin_et_al_HF_Colon-3.concoct.178.contigs.fa,2001_1,0.050000000000000044,average,fastANI,2001
Lin_et_al_HG_Cecum-10.concoct.087_sub.contigs.fa,2001_1,0.050000000000000044,average,fastANI,2001
Lin_et_al_HG_Colon-9.concoct.145.contigs.fa,2001_1,0.050000000000000044,average,fastANI,2001
Xie_et_al_GCA_017560165.1_ASM1756016v1.fna,2002_0,0.050000000000000044,average,fastANI,2002
Xie_et_al_GCA_017481945.1_ASM1748194v1.fna,2003_1,0.050000000000000044,average,fastANI,2003
Xie_et_al_GCA_017623495.1_ASM1762349v1.fna,2003_1,0.050000000000000044,average,fastANI,2003
fecal_MAG_435.fa,2004_0,0.050000000000000044,average,fastANI,2004
Lin_et_al_HF_Cecum-3.concoct.234.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HF_Cecum-4.concoct.086.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HF_Colon-3.concoct.082.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HF_Colon-4.concoct.146.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HF_Colon-5.concoct.169.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HF_Colon-6.concoct.151.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HF_Rectum-4.concoct.047.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HF_Rectum-6.metabat2.055.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Cecum-10.concoct.019.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Cecum-11.concoct.093.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Cecum-12.concoct.068.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Cecum-7.concoct.073.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Cecum-8.concoct.053.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Cecum-9.metabat2.123.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Colon-10.concoct.044.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Colon-12.concoct.178.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Colon-7.concoct.129.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Colon-8.concoct.080.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Colon-9.concoct.001.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Rectum-10.concoct.191.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Rectum-11.concoct.001.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Rectum-12.concoct.207.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Rectum-7.maxbin.082_sub.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Rectum-9.metabat2.111.contigs.fa,2005_1,0.050000000000000044,average,fastANI,2005
Xie_et_al_GCA_017383865.1_ASM1738386v1.fna,2005_1,0.050000000000000044,average,fastANI,2005
fecal_MAG_298.fa,2005_1,0.050000000000000044,average,fastANI,2005
Lin_et_al_HG_Rectum-8.concoct.011_sub.contigs.fa,2005_2,0.050000000000000044,average,fastANI,2005
Lin_et_al_HF_Cecum-4.concoct.061.contigs.fa,2006_1,0.050000000000000044,average,fastANI,2006
Lin_et_al_HF_Colon-3.concoct.209.contigs.fa,2006_1,0.050000000000000044,average,fastANI,2006
Lin_et_al_HF_Colon-4.concoct.125.contigs.fa,2006_1,0.050000000000000044,average,fastANI,2006
Lin_et_al_HF_Rectum-2.concoct.044.contigs.fa,2006_1,0.050000000000000044,average,fastANI,2006
Lin_et_al_HF_Rectum-3.concoct.128_sub.contigs.fa,2006_1,0.050000000000000044,average,fastANI,2006
Lin_et_al_HF_Rectum-4.concoct.050.contigs.fa,2006_1,0.050000000000000044,average,fastANI,2006
Lin_et_al_HG_Cecum-8.concoct.081.contigs.fa,2006_1,0.050000000000000044,average,fastANI,2006
Lin_et_al_HG_Colon-8.concoct.139.contigs.fa,2006_1,0.050000000000000044,average,fastANI,2006
Lin_et_al_HG_Rectum-8.concoct.038.contigs.fa,2006_1,0.050000000000000044,average,fastANI,2006
Xie_et_al_GCA_017391675.1_ASM1739167v1.fna,2006_1,0.050000000000000044,average,fastANI,2006
fecal_MAG_122.fa,2006_1,0.050000000000000044,average,fastANI,2006
fecal_MAG_2.fa,2006_1,0.050000000000000044,average,fastANI,2006
Lin_et_al_HF_Colon-1.concoct.024_sub.contigs.fa,2007_1,0.050000000000000044,average,fastANI,2007
Lin_et_al_HF_Colon-6.concoct.138_sub.contigs.fa,2007_1,0.050000000000000044,average,fastANI,2007
Lin_et_al_HF_Rectum-6.concoct.182_sub.contigs.fa,2007_1,0.050000000000000044,average,fastANI,2007
Lin_et_al_HG_Cecum-8.concoct.106_sub.contigs.fa,2008_1,0.050000000000000044,average,fastANI,2008
Lin_et_al_HG_Colon-8.concoct.098_sub.contigs.fa,2008_1,0.050000000000000044,average,fastANI,2008
Xie_et_al_GCA_017473615.1_ASM1747361v1.fna,2009_0,0.050000000000000044,average,fastANI,2009
Lin_et_al_HF_Cecum-3.concoct.221.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Cecum-4.concoct.022.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Cecum-5.concoct.027.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Cecum-6.concoct.189.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Colon-1.concoct.031.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Colon-3.concoct.192.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Colon-4.concoct.022.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Colon-5.concoct.124_sub.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Colon-6.concoct.025_sub.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Rectum-1.metabat2.069.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Rectum-2.concoct.237.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Rectum-3.concoct.145.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HF_Rectum-4.concoct.189.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Cecum-10.concoct.130.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Cecum-11.concoct.097.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Cecum-12.concoct.072.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Cecum-7.concoct.192.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Cecum-8.concoct.162.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Cecum-9.concoct.182.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Colon-10.concoct.029.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Colon-11.concoct.122.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Colon-12.concoct.028.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Colon-7.concoct.099.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Colon-8.concoct.074.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Colon-9.concoct.037.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Rectum-10.concoct.228.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Rectum-11.concoct.129.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Rectum-12.concoct.009.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Rectum-7.concoct.102.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Rectum-9.concoct.185.contigs.fa,2010_1,0.050000000000000044,average,fastANI,2010
Xie_et_al_GCA_017378955.1_ASM1737895v1.fna,2010_1,0.050000000000000044,average,fastANI,2010
Xie_et_al_GCA_017387465.1_ASM1738746v1.fna,2010_1,0.050000000000000044,average,fastANI,2010
Xie_et_al_GCA_017390905.1_ASM1739090v1.fna,2010_1,0.050000000000000044,average,fastANI,2010
Xie_et_al_GCA_017391355.1_ASM1739135v1.fna,2010_1,0.050000000000000044,average,fastANI,2010
Xie_et_al_GCA_017424305.1_ASM1742430v1.fna,2010_1,0.050000000000000044,average,fastANI,2010
Xie_et_al_GCA_017547845.1_ASM1754784v1.fna,2010_1,0.050000000000000044,average,fastANI,2010
Xie_et_al_GCA_017560885.1_ASM1756088v1.fna,2010_1,0.050000000000000044,average,fastANI,2010
Xie_et_al_GCA_017629315.1_ASM1762931v1.fna,2010_1,0.050000000000000044,average,fastANI,2010
Xie_et_al_GCA_017646285.1_ASM1764628v1.fna,2010_1,0.050000000000000044,average,fastANI,2010
fecal_MAG_138.fa,2010_1,0.050000000000000044,average,fastANI,2010
Lin_et_al_HG_Rectum-8.concoct.025.contigs.fa,2010_2,0.050000000000000044,average,fastANI,2010
Xie_et_al_GCA_017379115.1_ASM1737911v1.fna,2010_3,0.050000000000000044,average,fastANI,2010
fecal_MAG_146.fa,2011_1,0.050000000000000044,average,fastANI,2011
fecal_MAG_178.fa,2011_1,0.050000000000000044,average,fastANI,2011
fecal_MAG_243.fa,2011_1,0.050000000000000044,average,fastANI,2011
fecal_MAG_328.fa,2011_1,0.050000000000000044,average,fastANI,2011
Xie_et_al_GCA_017422025.1_ASM1742202v1.fna,2011_2,0.050000000000000044,average,fastANI,2011
Seshadri_et_al_2593339214.fna,2012_1,0.050000000000000044,average,fastANI,2012
Seshadri_et_al_2593339215.fna,2012_1,0.050000000000000044,average,fastANI,2012
Xie_et_al_GCA_017454915.1_ASM1745491v1.fna,2013_0,0.050000000000000044,average,fastANI,2013
Xie_et_al_GCA_017527495.1_ASM1752749v1.fna,2014_0,0.050000000000000044,average,fastANI,2014
Lin_et_al_HG_Abomasum-10.concoct.189_sub.contigs.fa,2015_1,0.050000000000000044,average,fastANI,2015
Lin_et_al_HG_Abomasum-7.metabat2.070.contigs.fa,2015_1,0.050000000000000044,average,fastANI,2015
Lin_et_al_HG_Duodenum-10.metabat2.071.contigs.fa,2015_1,0.050000000000000044,average,fastANI,2015
Lin_et_al_HG_Duodenum-7.concoct.032.contigs.fa,2015_1,0.050000000000000044,average,fastANI,2015
Lin_et_al_HG_Omasum-10.concoct.195_sub.contigs.fa,2015_1,0.050000000000000044,average,fastANI,2015
Lin_et_al_HG_Reticulum-10.concoct.101_sub.contigs.fa,2015_1,0.050000000000000044,average,fastANI,2015
